GreyhoundName,,GreyhoundName,Earmark,Reg Date,Active,Colour,Sex,Whelp Date,Retirement Type,Status Meaning,NoticeSentBy
SUPER HI MACK,84396,SUPER HI MACK,TPVPZ,,False,bk,D,25/07/2018,EUT,Died/Put To Sleep,2022-08-21 07:33:00
SUPER HIT MAN,586432,SUPER HIT MAN,UPHHU,,False,bk,D,01/12/2019,DIE,Died/Put To Sleep,2022-09-13 07:33:00
SUPER ROCO,121417,SUPER ROCO,UPZIX,,False,bk,D,25/04/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
SUPERIOR RACKING,113894,SUPERIOR RACKING,ULPXS,,False,bk,D,08/03/2019,DIE,Died/Put To Sleep,2022-09-04 07:32:00
SUPERSEDE,698456,SUPERSEDE,VYRZJ,,True,bebd,B,02/02/2020,RET,Still at premises,2022-07-09 07:32:00
SUPPORTING EMERY,80985,SUPPORTING EMERY,TPXLD,,False,bk,D,06/07/2018,RET,Still at premises,2022-07-02 07:34:00
SURE SPEED,342875,SURE SPEED,XLYLM,,False,bk,D,14/04/2021,DIE,Died/Put To Sleep,2022-09-16 07:33:00
SUREIKNOWALL,264728,SUREIKNOWALL,XPSMU,,False,bk,D,17/01/2021,EUT,Died/Put To Sleep,2022-06-11 07:33:00
SURELY,69577,SURELY,SLZSY,,False,be,B,04/06/2017,RET,Licence Unsuspended,2022-04-20 15:58:00
SURF BOARD,226690,SURF BOARD,TBTSK,,False,bk,B,30/05/2018,RET,Still at premises,2022-05-01 06:20:00
SURFY SPEEDY,820979,SURFY SPEEDY,XLBHN,,False,bk,B,03/08/2021,DIE,Died/Put To Sleep,2022-07-20 07:32:00
SUSHI MY FRIEND,1788,SUSHI MY FRIEND,TBQBK,04/05/2018,False,wbe,B,17/12/2017,RET,Licence Unsuspended,2022-05-18 07:34:00
SWANKY BLAZE,720906,SWANKY BLAZE,XYPZX,,False,be,D,25/04/2021,DIE,Died/Put To Sleep,2022-02-28 06:30:00
SWANKY DAISY,685344,SWANKY DAISY,TYMBI,,False,bd,B,30/05/2018,RET,,2022-02-28 06:30:00
SWANKY MAISIE,17224,SWANKY MAISIE,UHHJU,27/09/2019,False,wbd,B,23/05/2019,DIE,Died/Put To Sleep,2021-12-04 06:05:00
SWANKY NOAH,720893,SWANKY NOAH,XYRRA,,False,be,D,25/04/2021,DIE,Died/Put To Sleep,2022-02-28 06:30:00
SWANKY SIMBA,4085,SWANKY SIMBA,TYQDN,27/08/2018,False,bk,D,30/05/2018,DIE,Died/Put To Sleep,2021-12-04 06:05:00
SWANKY SOX,720955,SWANKY SOX,XYDYK,,False,be,D,25/04/2021,DIE,Died/Put To Sleep,2022-02-28 06:30:00
SWANKY WOODS,17221,SWANKY WOODS,UHIIH,27/09/2019,False,f,B,23/05/2019,DIE,Died/Put To Sleep,2021-12-04 06:05:00
SWANNIES SWALLOW,31100,SWANNIES SWALLOW,UUKLL,12/04/2021,False,wbk,B,21/01/2019,DIE,Died/Put To Sleep,2022-04-28 06:14:00
SWEEPTHEKITCHEN,1796,SWEEPTHEKITCHEN,TYIVL,09/05/2018,False,dkbdw,D,01/02/2018,EUT,Died/Put To Sleep,2022-02-04 06:04:00
SWEET FLORA,879217,SWEET FLORA,XXPUU,,False,bk,B,21/09/2021,DIE,Died/Put To Sleep,2022-06-25 07:34:00
SWEET ITCH,220033,SWEET ITCH,TXLZZ,,False,bkw,B,23/07/2018,RET,Still at premises,2022-07-30 07:33:00
SWEET SADIE,850694,SWEET SADIE,XHLML,,False,bd,B,14/08/2021,EUT,Died/Put To Sleep,2022-07-29 07:33:00
SWEET SWILI,92377,SWEET SWILI,THDUN,,False,bk,B,16/09/2018,DIE,Died/Put To Sleep,2022-09-02 07:33:00
SWIFT EDMOND,430950,SWIFT EDMOND,XTMLZ,,False,bd,D,05/08/2021,EUT,Died/Put To Sleep,2022-08-14 07:32:00
SWIFT INDI,814514,SWIFT INDI,XTNNZ,,False,bd,B,19/08/2021,DIE,Died/Put To Sleep,2022-08-14 07:32:00
SWIFT JAMMING,595757,SWIFT JAMMING,XTVHQ,,False,bd,B,19/10/2020,DIE,Died/Put To Sleep,2022-08-16 07:33:00
SWIFT JAMMY,595696,SWIFT JAMMY,XTLKD,,False,f,D,19/10/2020,DIE,Died/Put To Sleep,2022-08-16 07:33:00
SWIFT KEISHA,814756,SWIFT KEISHA,XTKRV,,False,bk,B,20/08/2021,EUT,Died/Put To Sleep,2022-08-14 07:32:00
SWIFT LORENZO,843516,SWIFT LORENZO,XTNHZ,,False,wbe,D,02/09/2021,DIE,Died/Put To Sleep,2022-08-27 07:32:00
SWIFT MARCUS,843343,SWIFT MARCUS,XTBHR,,False,f,D,02/09/2021,DIE,Died/Put To Sleep,2022-08-27 07:32:00
SWIFT MINA,843426,SWIFT MINA,XTELT,,False,f,B,02/09/2021,DIE,Died/Put To Sleep,2022-08-27 07:32:00
SWIFT SHILOH,341366,SWIFT SHILOH,XTLJZ,,False,bebd,B,04/04/2021,DIE,Died/Put To Sleep,2022-04-22 06:07:00
SWIFT TACTILE,935279,SWIFT TACTILE,YTHDR,23/01/2022,False,bk,D,23/01/2022,DIE,Died/Put To Sleep,2022-08-16 07:33:00
SWIFT TANGO,755003,SWIFT TANGO,VTJEI,,False,bk,D,06/06/2020,EUT,Died/Put To Sleep,2022-09-03 07:34:00
SWIFT VITO,722930,SWIFT VITO,XTQRI,,False,be,D,26/04/2021,DIE,Died/Put To Sleep,2022-09-13 07:33:00
SWILLER KING,627288,SWILLER KING,UDTTD,,False,bk,D,07/10/2019,DIE,Died/Put To Sleep,2022-09-13 07:33:00
SWISS HOLLY,283436,SWISS HOLLY,XBXXI,,False,wbk,B,01/10/2020,DIE,Died/Put To Sleep,2022-05-18 07:34:00
SWITCH ON,149328,SWITCH ON,URMEV,,False,bk,B,02/09/2019,DIE,Died/Put To Sleep,2022-09-05 07:31:00
SWORDS PEARL,336780,SWORDS PEARL,XPKYK,,False,bk,B,17/03/2021,EUT,Died/Put To Sleep,2022-08-21 07:33:00
SYAORAN,155484,SYAORAN,UNJTT,,False,bk,D,01/09/2019,DIE,Died/Put To Sleep,2022-08-25 07:34:00
TADHGDANIEL LADY,222188,TADHGDANIEL LADY,TJEPI,,False,bk,B,03/06/2018,RET,Still at premises,2022-08-03 07:33:00
TAGHMON STAR,114224,TAGHMON STAR,UTTNY,,False,bk,B,27/03/2019,DIE,Died/Put To Sleep,2021-11-19 06:06:00
TAHINA MOLLY,233063,TAHINA MOLLY,SSPEZ,,False,bkw,B,01/11/2017,EUT,Died/Put To Sleep,2022-01-21 06:03:00
TAILTEANN PAT,586645,TAILTEANN PAT,UDXVK,,False,bk,D,20/06/2019,EUT,Died/Put To Sleep,2022-09-16 07:33:00
TAILTIU RAIN,950894,TAILTIU RAIN,YPHBL,12/06/2022,False,bk,B,12/06/2022,DIE,Died/Put To Sleep,2022-09-08 07:33:00
TAKE YOUR MAGIC,62745,TAKE YOUR MAGIC,SYVHM,,False,bdf,D,31/03/2017,RET,Identified for Racing,2022-01-28 06:02:00
TAKENOPRISONERS,121032,TAKENOPRISONERS,ULTVV,,False,bd,D,03/05/2019,DIE,Died/Put To Sleep,2022-05-14 07:34:00
TALLY HO CLASSIC,543627,TALLY HO CLASSIC,UHEJH,,False,bk,D,05/04/2019,EUT,Died/Put To Sleep,2022-09-13 07:33:00
TALLY HO TYSON,543803,TALLY HO TYSON,UHAXB,,False,bk,D,05/04/2019,EUT,Died/Put To Sleep,2022-09-17 07:33:00
TANTRUM,902226,TANTRUM,VPYAE,,True,bk,B,01/08/2020,RET,Still at premises,2022-09-14 07:33:00
TARMONS LADY,726014,TARMONS LADY,VDDEJ,,False,bk,B,02/04/2020,DIE,Died/Put To Sleep,2022-09-04 07:32:00
TARMONS TRIO,871291,TARMONS TRIO,XXMXU,,False,be,B,09/10/2021,DIE,Died/Put To Sleep,2022-09-12 07:33:00
TARSNA DETTORI,81950,TARSNA DETTORI,TXSHI,,False,wbk,D,23/07/2018,DIE,Died/Put To Sleep,2022-04-20 15:15:00
TATTOO,493097,TATTOO,TLIKZ,,True,bd,B,18/12/2017,RET,Still at premises,2022-08-31 07:34:00
TAYLORMADE BACKO,6381,TAYLORMADE BACKO,THAZN,28/11/2018,False,bk,D,09/08/2018,EUT,Died/Put To Sleep,2022-02-04 06:04:00
TAYLORMADE HAZIT,458050,TAYLORMADE HAZIT,VREKM,,False,wbe,D,03/07/2020,EUT,Died/Put To Sleep,2022-06-02 07:34:00
TAYLORMADE TIS,896092,TAYLORMADE TIS,XRZYZ,,False,bk,B,17/10/2021,EUT,Died/Put To Sleep,2022-08-21 07:33:00
TAZJO LIAMJONAL,927183,TAZJO LIAMJONAL,XHPIV,,False,bk,D,15/12/2021,DIE,Died/Put To Sleep,2022-09-08 07:33:00
TEETOTALER,137330,TEETOTALER,UBBLI,,False,f,B,05/06/2019,RET,Out of Retirement,2022-06-09 07:33:00
TEEVEE BUDDY,54864,TEEVEE BUDDY,RYVYE,,False,dkbd,D,18/01/2016,RET,Still at premises,2022-04-27 06:19:00
TELLTALE SIGN,396849,TELLTALE SIGN,XPLKH,,False,be,B,15/06/2021,RET,Still at premises,2022-08-17 07:36:00
TENEBRISM,614979,TENEBRISM,XHZNU,,False,bk,B,01/12/2020,RET,Still at premises,2022-09-17 07:33:00
TERRIFIC GAYLE,815729,TERRIFIC GAYLE,XDHAE,,False,bk,B,15/06/2021,DIE,Died/Put To Sleep,2022-08-31 07:34:00
TETRA BELLA,549258,TETRA BELLA,UXVSZ,,False,bk,B,14/05/2019,RET,Transfer is complete,2022-08-31 07:34:00
TEXT A FRIEND,1201,TEXT A FRIEND,SHRYM,21/02/2018,False,bkw,B,13/09/2017,RET,Licence Unsuspended,2022-09-01 07:33:00
TEXT CALAMITY,870707,TEXT CALAMITY,XYHIH,,False,bk,B,09/09/2021,DIE,Died/Put To Sleep,2022-09-07 07:34:00
TEXT MEGAN,583936,TEXT MEGAN,UHMVU,,False,bkw,B,01/10/2019,EUT,Died/Put To Sleep,2022-02-28 06:30:00
THATS MINE,682610,THATS MINE,VPDNN,,True,f,B,18/03/2020,RET,Still at premises,2022-09-01 07:33:00
THE OTHER CUPID,213323,THE OTHER CUPID,XPSRU,,False,bk,B,01/01/2021,DIE,Died/Put To Sleep,2022-07-07 07:33:00
THE OTHER PERDY,847491,THE OTHER PERDY,XPXNN,,False,wbk,B,01/09/2021,DIE,Died/Put To Sleep,2022-07-31 07:33:00
THE OTHER RAZL,763539,THE OTHER RAZL,XXEKY,,False,be,B,24/05/2021,RET,Still at premises,2022-08-31 07:34:00
THEYCALLMEDAVY,343007,THEYCALLMEDAVY,XLPTE,,False,bk,D,21/03/2021,DIE,Died/Put To Sleep,2022-08-13 07:33:00
THIRSTY BOMBER,13551,THIRSTY BOMBER,UXTPZ,16/07/2019,False,bk,B,19/03/2019,EUT,Died/Put To Sleep,2021-10-14 06:02:00
THORIN,740268,THORIN,VUUZS,,False,f,B,01/09/2020,DIE,Died/Put To Sleep,2022-06-30 07:32:00
THREE O THREE,155221,THREE O THREE,UUMDL,,False,bk,D,25/09/2019,DIE,Died/Put To Sleep,2022-02-28 06:30:00
THREE REDS,1461,THREE REDS,SLAUD,28/03/2018,True,bk,B,26/04/2017,RET,Licence Unsuspended,2022-01-15 06:02:00
THREE TOE SUSIE,872928,THREE TOE SUSIE,VKIUK,,False,bk,B,05/09/2020,DIE,Died/Put To Sleep,2022-08-25 07:34:00
THUMPER,827661,THUMPER,VYLRA,,False,bk,D,10/10/2020,DIE,Died/Put To Sleep,2022-08-11 07:33:00
THUNDER CLOUDS,171931,THUNDER CLOUDS,VVTQH,,False,bk,D,02/10/2020,DIE,Died/Put To Sleep,2022-06-29 07:32:00
TIDDLY BLAKE,585160,TIDDLY BLAKE,UXKME,,False,bk,D,05/11/2019,EUT,Died/Put To Sleep,2022-09-16 07:33:00
TIDY UP PETAL,88585,TIDY UP PETAL,TLSUD,,False,bk,B,03/09/2018,DIE,Died/Put To Sleep,2022-04-20 15:21:00
TIDY UP SARAH,187260,TIDY UP SARAH,VLEMT,,False,f,B,27/10/2020,DIE,Died/Put To Sleep,2022-09-14 07:33:00
TIERMANA ASH,172282,TIERMANA ASH,VVMBU,,False,bk,D,13/11/2020,DIE,Died/Put To Sleep,2022-05-22 07:32:00
TIERMANA BLACK,944195,TIERMANA BLACK,YVXAN,21/03/2022,False,bk,B,21/03/2022,DIE,Died/Put To Sleep,2022-08-24 07:33:00
TIERMANA CHILI,418554,TIERMANA CHILI,XVXKY,,False,bk,B,13/06/2021,DIE,Died/Put To Sleep,2022-07-31 07:33:00
TIERMANA CHOICE,944224,TIERMANA CHOICE,YVAIS,21/03/2022,False,bk,B,21/03/2022,DIE,Died/Put To Sleep,2022-08-24 07:33:00
TIERMANA DOT,322413,TIERMANA DOT,XVRYY,,False,bd,D,14/02/2021,DIE,Died/Put To Sleep,2022-07-09 07:32:00
TIERMANA HERB,418434,TIERMANA HERB,XVLYN,,False,bk,D,13/06/2021,DIE,Died/Put To Sleep,2022-08-30 07:33:00
TIERMANA HONEY,486114,TIERMANA HONEY,YVEJV,,False,bd,B,21/03/2022,DIE,Died/Put To Sleep,2022-08-24 07:33:00
TIERMANA MINT,418314,TIERMANA MINT,XVQIR,,False,bk,B,13/06/2021,DIE,Died/Put To Sleep,2022-07-31 07:33:00
TIERMANA POPPY,322373,TIERMANA POPPY,XVBNL,,False,bk,D,14/02/2021,DIE,Died/Put To Sleep,2022-07-29 07:33:00
TIERMANA SAGE,418196,TIERMANA SAGE,XVLZN,,False,bk,B,13/06/2021,DIE,Died/Put To Sleep,2022-08-30 07:33:00
TIERMANA SPICE,418374,TIERMANA SPICE,XVQHR,,False,bk,D,13/06/2021,DIE,Died/Put To Sleep,2022-08-30 07:33:00
TIERMANA SYDNEY,944214,TIERMANA SYDNEY,YVJKZ,21/03/2022,False,bd,B,21/03/2022,DIE,Died/Put To Sleep,2022-08-24 07:33:00
TIERMANA SYRUP,944166,TIERMANA SYRUP,YVPTI,21/03/2022,False,bd,B,21/03/2022,DIE,Died/Put To Sleep,2022-08-24 07:33:00
TIERMANA THYME,418074,TIERMANA THYME,XVIXL,,False,bk,B,13/06/2021,DIE,Died/Put To Sleep,2022-07-31 07:33:00
TIGER ROLL,490316,TIGER ROLL,RQKYL,,False,bk,D,25/08/2016,RET,Still at premises,2022-07-27 07:34:00
TIGER STITCH,128164,TIGER STITCH,UNXLP,,False,wbk,D,03/04/2019,EUT,Died/Put To Sleep,2022-03-23 06:03:00
TIGERTOM,498228,TIGERTOM,TDAQD,,False,bk,D,05/03/2018,RET,Still at premises,2022-07-22 07:33:00
TILLY BLUE,271,TILLY BLUE,RYQSM,27/09/2017,True,be,B,08/10/2016,GRL,Greyhound Reported Lost,2022-01-15 06:02:00
TILLY ROSIE,416790,TILLY ROSIE,XLQSA,,False,bebd,B,01/07/2021,DIE,Died/Put To Sleep,2022-08-27 07:32:00
TIM BE SLICK,452963,TIM BE SLICK,QHLPY,,False,bk,D,19/12/2014,DIE,Died/Put To Sleep,2022-06-23 07:32:00
TIMAHOE ANNUAL,808113,TIMAHOE ANNUAL,XXMPH,,False,bk,B,17/07/2021,EUT,Died/Put To Sleep,2022-02-28 06:30:00
TIMAHOE DEE,11190,TIMAHOE DEE,UKSRX,03/05/2019,False,bef,B,01/01/2019,DIE,Died/Put To Sleep,2022-07-14 07:32:00
TIMAHOE PENNY,271868,TIMAHOE PENNY,VDBYJ,,False,bk,B,21/05/2020,DIE,Died/Put To Sleep,2022-09-08 07:33:00
TIMAHOE SNAP,313021,TIMAHOE SNAP,VXYXJ,,False,bk,D,18/08/2020,DIE,Died/Put To Sleep,2022-07-14 07:32:00
TIMMYS ACT,880,TIMMYS ACT,SYVQB,17/01/2018,False,bk,D,19/09/2017,DIE,Died/Put To Sleep,2021-12-22 06:02:00
TIN OPENER,376264,TIN OPENER,XDBRA,,False,bk,D,12/04/2021,EUT,Died/Put To Sleep,2022-02-28 06:30:00
TINNOCK RUBY,729126,TINNOCK RUBY,XTAKT,,False,bk,B,16/04/2021,EUT,Died/Put To Sleep,2022-08-23 07:32:00
TIP TOP BOBBY,379667,TIP TOP BOBBY,XPHDB,,False,bk,B,01/06/2021,DIE,Died/Put To Sleep,2022-09-04 07:32:00
TIPTOE FANCY,545479,TIPTOE FANCY,UXVEV,,False,bk,D,02/04/2019,DIE,Died/Put To Sleep,2022-09-16 07:33:00
TIS DORIS DAZE,69032,TIS DORIS DAZE,SBLTQ,,True,bk,B,23/05/2017,RET,Transfer is complete,2022-06-19 07:33:00
TIS INTHEPOST,638167,TIS INTHEPOST,UDSID,,False,bk,B,21/06/2019,RET,Transfer is complete,2022-07-24 07:33:00
TIS OUTTOLUNCH,638613,TIS OUTTOLUNCH,UDMSV,,True,bk,B,21/06/2019,RET,Still at premises,2022-07-04 07:32:00
TITANIC BALE,355029,TITANIC BALE,VDNSS,,False,bk,D,22/05/2020,EUT,Died/Put To Sleep,2022-07-06 07:34:00
TITANIC JAY,702646,TITANIC JAY,UJUYR,,False,bd,D,10/07/2019,EUT,Died/Put To Sleep,2022-08-23 07:32:00
TITANIC RODDICK,20166,TITANIC RODDICK,UJRVN,11/11/2019,False,bd,D,10/07/2019,EUT,Died/Put To Sleep,2022-04-22 06:07:00
TOAST FOR TAZ,64685,TOAST FOR TAZ,SHVED,,False,bk,D,19/10/2016,DIE,Died/Put To Sleep,2022-01-29 06:03:00
TOBAR FELIM,198835,TOBAR FELIM,XXADB,,False,bk,B,01/12/2020,DIE,Died/Put To Sleep,2022-09-10 07:34:00
TOBAR NA NAOMH,230199,TOBAR NA NAOMH,SPSKS,,False,bk,B,02/01/2017,RET,,2022-07-07 07:33:00
TODAY JILL,838021,TODAY JILL,VVMDY,,False,bk,B,11/08/2020,DIE,Died/Put To Sleep,2022-09-16 07:33:00
TOGHER BLUE LEAH,106727,TOGHER BLUE LEAH,SXVAR,,False,wbe,B,04/06/2017,DIE,Died/Put To Sleep,2022-03-09 06:03:00
TOKENFIRE BLAZE,511257,TOKENFIRE BLAZE,TBVIM,,False,bk,D,02/07/2018,DIE,Died/Put To Sleep,2022-08-11 07:33:00
TOKENFIRE JAMES,56559,TOKENFIRE JAMES,RBMDE,,False,bk,D,15/09/2016,DIE,Died/Put To Sleep,2022-07-20 07:32:00
TOKENFIRE RANGER,609897,TOKENFIRE RANGER,XYAQK,,False,wbd,D,04/11/2020,DIE,Died/Put To Sleep,2022-09-12 07:33:00
TOKER ALVOR,91067,TOKER ALVOR,TDEZZ,,True,be,D,17/08/2018,RET,Still at premises,2022-04-20 14:19:00
TOKER HOLLIE,133983,TOKER HOLLIE,UDXPK,,False,bk,B,06/07/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
TOMAHURRA CHAMP,298728,TOMAHURRA CHAMP,XDBYA,,False,bk,D,15/12/2020,DIE,Died/Put To Sleep,2022-09-13 07:33:00
TOMAHURRA COLE,674607,TOMAHURRA COLE,VDUAD,,False,bk,D,06/10/2019,EUT,Died/Put To Sleep,2022-09-13 07:33:00
TOMAHURRA LILLY,587069,TOMAHURRA LILLY,VDBLL,,False,bk,B,06/10/2019,EUT,Died/Put To Sleep,2022-08-25 07:34:00
TOMAHURRA LUCKY,520286,TOMAHURRA LUCKY,TDQJK,,False,be,D,05/09/2018,RET,Transfer is complete,2022-09-14 07:33:00
TOMAHURRA PADDY,913320,TOMAHURRA PADDY,XDHZE,,False,bk,D,18/07/2021,EUT,Died/Put To Sleep,2022-08-26 07:33:00
TOMAHURRA ROBIN,425744,TOMAHURRA ROBIN,VDXYD,,False,bk,B,06/07/2020,DIE,Died/Put To Sleep,2022-09-03 07:34:00
TOMAHURRA STORM,207117,TOMAHURRA STORM,VDYSZ,,False,be,D,01/11/2020,DIE,Died/Put To Sleep,2022-07-07 07:33:00
TOMAHURRA WOLF,91391,TOMAHURRA WOLF,TDYKR,,False,bk,D,05/09/2018,DIE,Died/Put To Sleep,2022-09-01 07:33:00
TOMAHURRA ZEUS,91433,TOMAHURRA ZEUS,TDIBZ,,False,bk,D,05/09/2018,DIE,Died/Put To Sleep,2022-07-07 07:33:00
TOMMYS EPIC,850742,TOMMYS EPIC,XHTIS,,False,bk,D,21/07/2021,EUT,Died/Put To Sleep,2022-08-14 07:32:00
TOMMYS FLAMINGO,333739,TOMMYS FLAMINGO,XHLMP,,False,bk,D,06/02/2021,DIE,Died/Put To Sleep,2022-08-27 07:32:00
TOMMYS GENOA,667513,TOMMYS GENOA,VHUYU,,False,bk,D,06/06/2020,DIE,Died/Put To Sleep,2022-06-23 07:32:00
TOMMYS LAYLA,716687,TOMMYS LAYLA,XHDMI,,False,bk,B,17/03/2021,DIE,Died/Put To Sleep,2022-08-27 07:32:00
TOMMYTHEBLINDER,435985,TOMMYTHEBLINDER,VDUND,,False,bk,D,04/02/2020,DIE,Died/Put To Sleep,2022-07-29 07:33:00
TONETTA BLUE,470409,TONETTA BLUE,VXTXX,,False,be,B,04/09/2020,EUT,Died/Put To Sleep,2022-08-11 07:33:00
TOO BE CLASS,494003,TOO BE CLASS,TYISI,,False,bk,B,17/01/2018,RET,Still at premises,2022-08-30 07:33:00
TOO DELICIOUS,395877,TOO DELICIOUS,RXHTR,,True,bd,B,30/06/2016,RET,Identified for Racing,2022-02-28 06:30:00
TOO STONE,861335,TOO STONE,XBNIM,,False,bd,B,13/09/2021,DIE,Died/Put To Sleep,2022-08-21 07:33:00
TOOHOTTOOTROT,884744,TOOHOTTOOTROT,YPUEH,,False,bd,B,23/07/2021,DIE,Died/Put To Sleep,2022-02-28 06:30:00
TOOMEVARA JET,162418,TOOMEVARA JET,UHMRH,,False,bd,B,16/08/2019,DIE,Died/Put To Sleep,2021-09-07 06:02:00
TOOMEVARABIGMIKE,539257,TOOMEVARABIGMIKE,UNMRD,,False,bd,B,20/02/2019,RET,Still at premises,2022-09-08 07:33:00
TOPSIDE DREAM,156064,TOPSIDE DREAM,ULAKX,,False,be,B,22/10/2019,EUT,Died/Put To Sleep,2022-09-12 07:33:00
TOPSIDE REBEL,799084,TOPSIDE REBEL,XLQLX,,False,be,D,10/06/2021,RET,Still at premises,2022-09-03 07:34:00
TOPSTAR LADY,223724,TOPSTAR LADY,TPSSX,,False,bk,B,20/10/2018,DIE,Died/Put To Sleep,2022-07-06 07:34:00
TOREMORE MATT,664743,TOREMORE MATT,UYVZV,,False,bk,D,24/09/2019,DIE,Died/Put To Sleep,2022-09-08 07:33:00
TORINO PASS,116229,TORINO PASS,UNRXI,,False,bd,D,27/03/2019,EUT,Died/Put To Sleep,2022-05-05 06:05:00
TORTURE,359485,TORTURE,UPMPA,,False,bk,B,28/10/2019,DIE,Died/Put To Sleep,2022-09-08 07:33:00
TORY ARIA,676125,TORY ARIA,XBLVS,,True,be,B,01/10/2020,RET,Transfer is complete,2022-09-17 07:33:00
TORY RUMBLE,64514,TORY RUMBLE,SBZMJ,,True,bew,D,04/02/2017,RET,Licence Unsuspended,2022-07-07 07:33:00
TOTOS COTTAGE,62033,TOTOS COTTAGE,SNPPV,,False,bk,D,30/10/2017,RET,Still at premises,2022-05-05 06:05:00
TOTOS FANCY,809131,TOTOS FANCY,UXHDX,,False,bk,D,04/10/2019,EUT,Died/Put To Sleep,2022-09-14 07:33:00
TOTOS HURRICANE,120860,TOTOS HURRICANE,UXBMJ,,False,bk,D,02/05/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
TOTOS LASS,128012,TOTOS LASS,UNPVD,,False,f,D,08/06/2019,DIE,Died/Put To Sleep,2022-07-30 07:33:00
TOTOS RANGER,359519,TOTOS RANGER,UXQXN,,False,bk,D,02/05/2019,DIE,Died/Put To Sleep,2022-07-30 07:33:00
TOUREEN HAWKE,649823,TOUREEN HAWKE,VRNPV,,False,bk,D,10/01/2020,DIE,Died/Put To Sleep,2022-09-03 07:34:00
TOUREEN SWALLOW,743118,TOUREEN SWALLOW,VRKDQ,,False,bk,B,24/07/2020,RET,Still at premises,2022-09-03 07:34:00
TOURRNAREEK TOBY,455878,TOURRNAREEK TOBY,VPNIN,,False,bk,D,24/11/2020,DIE,Died/Put To Sleep,2022-08-06 07:34:00
TOWN MAGIC,822922,TOWN MAGIC,XHTES,,False,bk,B,13/07/2021,RET,Transfer is complete,2022-08-26 07:33:00
TOWN MOUSE,57488,TOWN MOUSE,RDKDY,,True,bk,B,11/09/2016,RET,Still at premises,2022-05-17 07:33:00
TOWN PENNY,132714,TOWN PENNY,UDIUV,,True,bk,B,01/05/2019,RET,Still at premises,2022-05-17 07:33:00
TRACTOR FRED,227183,TRACTOR FRED,UHZAA,,False,bk,D,03/03/2019,DIE,Died/Put To Sleep,2022-06-17 07:33:00
TRAP JOEY,96067,TRAP JOEY,TREEV,,False,bk,D,15/09/2018,DIE,Died/Put To Sleep,2022-09-02 07:33:00
TRAPPER TED,121966,TRAPPER TED,TNTIP,,False,bk,D,24/11/2018,EUT,Died/Put To Sleep,2022-08-21 07:33:00
TREATY DAN,408578,TREATY DAN,VHUIH,,False,bk,D,07/06/2020,DIE,Died/Put To Sleep,2022-09-13 07:33:00
TREETOPS PUMA,101194,TREETOPS PUMA,URIHV,,False,bk,D,18/10/2018,RET,Transfer is complete,2022-08-05 07:33:00
TREVORS CHOICE,499096,TREVORS CHOICE,TLIPV,,False,be,D,01/03/2018,RET,Still at premises,2022-09-04 07:32:00
TRIANGLE ANGIE,807485,TRIANGLE ANGIE,XXLUH,,False,bk,B,02/07/2021,EUT,Died/Put To Sleep,2022-09-07 07:34:00
TRIANGLE DELIGHT,99184,TRIANGLE DELIGHT,TXXEI,,False,bk,B,18/09/2018,RET,Still at premises,2022-04-20 14:38:00
TRIM ALFIE,39047,TRIM ALFIE,VUJLI,15/06/2021,False,bd,D,24/12/2019,EUT,Died/Put To Sleep,2022-03-05 06:03:00
TRIP IT IN,368097,TRIP IT IN,VLMSJ,,False,bk,D,18/08/2020,DIE,Died/Put To Sleep,2022-08-20 07:34:00
TROMORA MEANIE,625916,TROMORA MEANIE,XVAXL,,False,bk,D,03/01/2021,DIE,Died/Put To Sleep,2022-09-12 07:33:00
TROMORA MODEL,934857,TROMORA MODEL,YVZAR,14/12/2021,False,bk,B,14/12/2021,DIE,Died/Put To Sleep,2022-09-14 07:33:00
TROMORA PIPPIN,934771,TROMORA PIPPIN,YVRRL,14/12/2021,False,bk,B,14/12/2021,DIE,Died/Put To Sleep,2022-09-14 07:33:00
TROUBLESOME TOM,687688,TROUBLESOME TOM,VDQYS,,False,dkbd,D,03/10/2020,DIE,Died/Put To Sleep,2022-07-28 07:34:00
TRUMERA JINGLER,32900,TRUMERA JINGLER,UXBKT,24/07/2019,False,bk,D,01/10/2019,EUT,Died/Put To Sleep,2021-11-07 06:02:00
TRUMERA SWIFT,215272,TRUMERA SWIFT,UXLKJ,,False,bk,B,01/10/2019,DIE,Died/Put To Sleep,2022-08-11 07:33:00
TRUMP LAW,11080,TRUMP LAW,TNLMI,01/05/2019,False,bk,D,25/10/2018,DIE,Died/Put To Sleep,2021-12-16 06:02:00
TRUMPERS ADELE,847834,TRUMPERS ADELE,XLNNT,,False,bd,B,20/09/2021,DIE,Died/Put To Sleep,2022-07-22 07:33:00
TRUMPERS ANT,847700,TRUMPERS ANT,XLTRA,,False,f,D,20/09/2021,DIE,Died/Put To Sleep,2022-07-22 07:33:00
TRUMPERS BILL,269520,TRUMPERS BILL,VLDST,,False,bk,D,12/09/2020,DIE,Died/Put To Sleep,2022-09-12 07:33:00
TRUMPERS TRAVIS,876399,TRUMPERS TRAVIS,XLSKX,,False,bebd,D,20/10/2021,DIE,Died/Put To Sleep,2022-09-02 07:33:00
